content_replicate,TTT,RAF,MPR,MS
13Gx01_8,0,0,1.532894737,16.75
15G_8,0,0,1.444964871,21
15Gx01_8,0,0,1.588100686,13.75
19G_8,21.75,0.045977011,3.025,88.75
19Gx01_8,0,0,1.603485839,16.75
blank_1-20230920_M8,0,0,1.533464567,11.75
21G_1,0,0,1.457700651,15.25
21Gx01_1,0,0,1.54296875,6
25G_1,0,0,1.698492462,2.75
25Gx01_1,0,0,1.590618337,4.5
26G_1,0,0,1.624671916,3.75
26Gx01_1,0,0,1.590618337,5
27G_1,0,0,1.603305785,4.5
27Gx01_1,0,0,1.56092437,5.25
31G_1,0,0,1.600558659,11.75
31Gx01_1,0,0,1.552401747,8
blank_2-20230920_M8,0,0,1.583333333,14.5
21G_2,0,0,1.496047431,18.25
21Gx01_2,0,0,1.604961832,9.75
25G_2,46.5,0.021505376,4.329923274,281
25Gx01_2,0,0,1.558365759,6
26G_2,0,0,1.696741855,3.25
26Gx01_2,0,0,1.632734531,10.25
27G_2,0,0,1.565326633,5.25
27Gx01_2,0,0,1.553435115,11
31G_2,43.5,0.022988506,12.31034483,817
31Gx01_2,0,0,1.525291829,12.75
blank_3-20230920_M8,0,0,1.608856089,17.25
neg_1-20230920_M8,0,0,1.565656566,8
21G_3,0,0,1.502024291,14.25
21Gx01_3,0,0,1.594982079,11
25G_3,0,0,1.676616915,22.5
25Gx01_3,0,0,1.554702495,8.25
26G_3,0,0,1.666666667,48.75
26Gx01_3,42.75,0.023391813,4.181818182,431.5
27G_3,0,0,1.606217617,4.5
27Gx01_3,36,0.027777778,4.850094877,475.75
31G_3,0,0,1.661202186,9.25
31Gx01_3,31.5,0.031746032,8.624277457,746.25
blank_4-20230920_M8,0,0,1.572192513,18
neg_2-20230920_M8,0,0,1.564638783,13
21G_4,0,0,1.494208494,18
21Gx01_4,0,0,1.619047619,10.5
25G_4,0,0,1.586633663,3.5
25Gx01_4,45.75,0.021857923,4.44765343,476.75
26G_4,0,0,1.661691542,4
26Gx01_4,39.75,0.025157233,4.101886792,412.5
27G_4,0,0,1.613756614,4.75
27Gx01_4,0,0,1.59496124,12.25
31G_4,0,0,1.64902507,26.25
31Gx01_4,0,0,1.527835052,9
neg_3-20230920_M8,0,0,1.555758684,11.25
21G_5,0,0,1.447937132,10
21Gx01_5,0,0,1.553380783,14
25G_5,0,0,1.57480315,5
25Gx01_5,0,0,1.536437247,10.5
26G_5,48,0.020833333,6.934343434,584.5
26Gx01_5,0,0,1.461393597,12
27G_5,0,0,1.674479167,4.25
27Gx01_5,37.5,0.026666667,5.806142035,626
31G_5,44.25,0.02259887,29.84487535,2390.75
31Gx01_5,0,0,1.468518519,7.5
neg_4-20230920_M8,0,0,1.565062389,13.25
21G_6,0,0,1.518,40
21Gx01_6,0,0,1.606343284,15.75
25G_6,0,0,1.535248042,3.5
25Gx01_6,0,0,1.495327103,13
26G_6,0,0,1.579207921,9.75
26Gx01_6,0,0,1.51618705,11.5
27G_6,0,0,1.572916667,9
27Gx01_6,0,0,1.460431655,12.75
31G_6,36.75,0.027210884,21.46531792,1115.25
31Gx01_6,0,0,1.455555556,15
neg_5-20230920_M8,0,0,1.530141844,14.75
21G_7,0,0,1.420318725,20.75
21Gx01_7,0,0,1.556756757,14.5
25G_7,0,0,1.569863014,4
25Gx01_7,43.5,0.022988506,4.31316726,467.75
26G_7,0,0,1.554726368,7
26Gx01_7,0,0,1.440860215,9
27G_7,0,0,1.625329815,5
27Gx01_7,0,0,1.496323529,18.25
31G_7,0,0,1.54200542,7.5
31Gx01_7,0,0,1.460038986,11.25
neg_6-20230920_M8,0,0,1.514388489,12.5
21G_8,0,0,1.436190476,30.5
21Gx01_8,0,0,1.514760148,13
25G_8,0,0,1.547486034,3.75
25Gx01_8,0,0,1.442748092,9.25
26G_8,40.5,0.024691358,28.28680203,1869.5
26Gx01_8,0,0,1.397137746,8.5
27G_8,0,0,1.47,9
27Gx01_8,28.5,0.035087719,5.39826087,624.75
31G_8,39,0.025641026,25.40740741,1926.5
31Gx01_8,0,0,1.320353982,14.5
blank_1-20230920_M9,0,0,1.644646925,11
32G_1,0,0,2.182012848,10.5
32Gx01_1,0,0,1.651041667,5.25
33G_1,42,0.023809524,8.573604061,725.75
33Gx01_1,0,0,1.607052897,19
37G_1,0,0,2.165289256,18
37Gx01_1,0,0,1.657458564,5
38G_1,0,0,3.117647059,38.5
38Gx01_1,0,0,1.741641337,4.5
39G_1,0,0,1.87020649,6
39Gx01_1,33.75,0.02962963,5.528061224,436.75
blank_2-20230920_M9,0,0,1.719376392,12.75
32G_2,0,0,1.924778761,49.75
32Gx01_2,0,0,1.660098522,8.75
33G_2,0,0,2.070844687,5.5
33Gx01_2,0,0,1.673123487,9.5
37G_2,0,0,2.188911704,7.5
37Gx01_2,0,0,1.806788512,6.5
38G_2,0,0,3.015065913,43.25
38Gx01_2,38.25,0.026143791,7.543417367,555.5
39G_2,0,0,1.931623932,22.25
39Gx01_2,0,0,1.962962963,104
blank_3-20230920_M9,0,0,1.593877551,25.75
neg_1-20230920_M9,0,0,1.753056235,3.25
32G_3,0,0,1.912087912,5.75
32Gx01_3,0,0,1.69138756,7.5
33G_3,0,0,1.827893175,3
33Gx01_3,0,0,1.656818182,24
37G_3,0,0,1.947761194,11.75
37Gx01_3,0,0,1.725888325,7.75
38G_3,0,0,2.718579235,18.25
38Gx01_3,27,0.037037037,35.94960212,3264.5
39G_3,0,0,1.747663551,3
39Gx01_3,0,0,1.623831776,8
blank_4-20230920_M9,0,0,1.56640625,11.75
neg_2-20230920_M9,0,0,1.655701754,9
32G_4,0,0,1.695652174,6.25
32Gx01_4,0,0,1.655502392,7.25
33G_4,0,0,1.738235294,5
33Gx01_4,0,0,1.647058824,9.25
37G_4,0,0,1.895,14
37Gx01_4,0,0,1.678743961,9.25
38G_4,0,0,2.095744681,17.25
38Gx01_4,0,0,1.65974026,14.75
39G_4,0,0,1.757961783,3.5
39Gx01_4,28.5,0.035087719,3.584051724,295.5
neg_3-20230920_M9,0,0,1.663135593,9.25
32G_5,0,0,1.685459941,4.25
32Gx01_5,0,0,1.612009238,5
33G_5,0,0,1.691131498,3.25
33Gx01_5,0,0,1.557562077,9.5
37G_5,0,0,1.670886076,4.75
37Gx01_5,0,0,1.565432099,7.75
38G_5,0,0,2.037533512,12.25
38Gx01_5,24,0.041666667,7.871934605,595.5
39G_5,0,0,1.736507937,2.25
39Gx01_5,0,0,1.530973451,18.25
neg_4-20230920_M9,0,0,1.634453782,9.25
32G_6,0,0,1.793442623,2.5
32Gx01_6,0,0,1.610722611,9.25
33G_6,0,0,1.619596542,5.25
33Gx01_6,0,0,1.574786325,16.75
37G_6,0,0,1.72173913,4.25
37Gx01_6,0,0,1.695348837,13.75
38G_6,0,0,1.996666667,5.75
38Gx01_6,0,0,1.662650602,4.25
39G_6,0,0,1.648318043,5.5
39Gx01_6,41.25,0.024242424,3.829268293,324.75
neg_5-20230920_M9,0,0,1.56626506,7.75
32G_7,0,0,1.641025641,4.75
32Gx01_7,0,0,1.571428571,10
33G_7,0,0,1.782089552,3.5
33Gx01_7,45,0.022222222,5.818984547,541
37G_7,0,0,1.65625,4.75
37Gx01_7,28.5,0.035087719,8.173594132,663.25
38G_7,0,0,2.093425606,8
38Gx01_7,0,0,1.661246612,11.25
39G_7,0,0,1.689102564,4.25
39Gx01_7,21,0.047619048,6.399038462,533.25
neg_6-20230920_M9,0,0,1.480079681,14.25
32G_8,0,0,1.563517915,4.25
32Gx01_8,0,0,1.570114943,16.25
33G_8,0,0,1.718181818,3.25
33Gx01_8,0,0,1.552995392,26.75
37G_8,0,0,1.712025316,5.75
37Gx01_8,45.75,0.021857923,5.62755102,447.75
38G_8,0,0,1.586956522,3.75
38Gx01_8,0,0,1.596354167,12.25
39G_8,0,0,1.613207547,2.5
39Gx01_8,30,0.033333333,4.976851852,401.5
blank_1-20230921_M2,0,0,1.320075758,26
62G_1,0,0,1.262,40.25
62Gx01_1,0,0,1.316573557,25
63G_1,0,0,2.035502959,16.25
63Gx01_1,0,0,1.28,32.25
67G_1,0,0,1.393794749,23.25
67Gx01_1,0,0,1.352589641,28
68G_1,0,0,1.477572559,17.5
68Gx01_1,0,0,1.305860806,34.5
69G_1,0,0,1.428571429,13.5
69Gx01_1,0,0,1.367647059,18.75
blank_2-20230921_M2,0,0,1.209448819,31.75
62G_2,43.5,0.022988506,4.449477352,466.5
62Gx01_2,0,0,1.358208955,34.75
63G_2,13.5,0.074074074,20.3974026,1854.25
63Gx01_2,0,0,1.338028169,28.25
67G_2,0,0,1.370212766,28.75
67Gx01_2,0,0,1.353658537,22.5
68G_2,0,0,1.444717445,15.25
68Gx01_2,0,0,1.295081967,40.25
69G_2,0,0,1.4375,23.5
69Gx01_2,0,0,1.295608108,28.75
blank_3-20230921_M2,0,0,1.314845024,49.75
neg_1-20230921_M2,0,0,1.224168126,36.5
62G_3,0,0,1.255136986,34
62Gx01_3,48,0.020833333,2.592039801,249.5
63G_3,13.5,0.074074074,13.9895288,866.25
63Gx01_3,21,0.047619048,6.112054329,604.5
67G_3,0,0,1.349680171,27.5
67Gx01_3,0,0,1.381034483,26
68G_3,0,0,1.417391304,27.5
68Gx01_3,0,0,1.360627178,28
69G_3,0,0,1.316397229,18.75
69Gx01_3,0,0,1.276521739,28
blank_4-20230921_M2,0,0,1.249607535,31.75
neg_2-20230921_M2,0,0,1.310116086,33.25
62G_4,0,0,1.284757119,31.75
62Gx01_4,0,0,1.336012862,28
63G_4,19.5,0.051282051,20.61675127,1924.5
63Gx01_4,20.25,0.049382716,6.707563025,616.25
67G_4,0,0,1.377281947,27.5
67Gx01_4,0,0,1.959259259,90.5
68G_4,0,0,1.354639175,31.75
68Gx01_4,0,0,1.366548043,25.5
69G_4,0,0,1.403800475,17
69Gx01_4,0,0,1.334431631,21
neg_3-20230921_M2,0,0,1.36738056,44
62G_5,0,0,1.264448336,30.25
62Gx01_5,0,0,1.306089744,27
63G_5,36,0.027777778,23.43360434,2069.5
63Gx01_5,0,0,1.28358209,23
67G_5,0,0,1.380859375,33
67Gx01_5,0,0,1.301204819,31.5
68G_5,0,0,1.440298507,17.25
68Gx01_5,0,0,1.345549738,26.75
69G_5,0,0,1.383333333,25.75
69Gx01_5,37.5,0.026666667,2.859038143,165.5
neg_4-20230921_M2,0,0,1.281758958,27.25
62G_6,0,0,1.264705882,34
62Gx01_6,40.5,0.024691358,6.301346801,651.75
63G_6,9,0.111111111,17.19417476,1658.5
63Gx01_6,0,0,1.302631579,33.25
67G_6,0,0,1.379591837,25.5
67Gx01_6,0,0,1.318481848,34.25
68G_6,0,0,1.878712871,70.75
68Gx01_6,0,0,1.308219178,26.75
69G_6,0,0,1.330969267,16.5
69Gx01_6,0,0,1.267310789,23.25
neg_5-20230921_M2,0,0,1.273476112,33.5
62G_7,0,0,1.258561644,32
62Gx01_7,0,0,1.232484076,30.25
63G_7,15,0.066666667,11.85941043,1030.25
63Gx01_7,30.75,0.032520325,4.732704403,434
67G_7,0,0,1.384321224,33
67Gx01_7,0,0,1.314091681,28
68G_7,0,0,1.35600907,23.5
68Gx01_7,0,0,1.264656616,27.75
69G_7,0,0,1.371158392,17.75
69Gx01_7,0,0,1.267326733,32.75
neg_6-20230921_M2,0,0,1.4976,60
62G_8,0,0,1.241438356,34
62Gx01_8,0,0,1.316973415,31.25
63G_8,15.75,0.063492063,10.45535714,988
63Gx01_8,0,0,1.259803922,35
67G_8,0,0,1.402834008,25.25
67Gx01_8,0,0,1.195402299,35.5
68G_8,0,0,1.321937322,13.25
68Gx01_8,0,0,1.252873563,30.25
69G_8,0,0,1.379391101,19.5
69Gx01_8,0,0,1.25785124,30.5
blank_1-20230921_M3,0,0,1.409624413,44.5
73G_1,0,0,1.353960396,29.5
73Gx01_1,0,0,1.397647059,10.75
74G_1,0,0,1.307692308,17.25
74Gx01_1,0,0,1.366081871,17.25
75G_1,0,0,1.314861461,14.25
75Gx01_1,0,0,1.337616822,15
79G_1,0,0,1.366751269,13
79Gx01_1,0,0,1.370629371,13.25
80G_1,0,0,1.376100629,26.75
80Gx01_1,0,0,1.358381503,17.25
blank_2-20230921_M3,0,0,1.348534202,16.5
73G_2,0,0,1.367541766,14.5
73Gx01_2,0,0,1.399332592,11.5
74G_2,0,0,1.346618357,11.5
74Gx01_2,0,0,1.377677565,9.25
75G_2,0,0,1.328449328,12.75
75Gx01_2,0,0,1.41069397,28
79G_2,0,0,1.316959064,15
79Gx01_2,0,0,1.43003413,17.25
80G_2,0,0,1.344457688,14.25
80Gx01_2,0,0,1.378959276,14
blank_3-20230921_M3,0,0,1.358510638,31.25
neg_1-20230921_M3,0,0,1.38766007,15.5
73G_3,0,0,1.341628959,16.5
73Gx01_3,0,0,1.387445887,21.25
74G_3,0,0,1.349468713,30.75
74Gx01_3,0,0,1.413166856,9.5
75G_3,0,0,1.326113117,14.75
75Gx01_3,0,0,1.385127636,14.5
79G_3,0,0,1.315665489,17.25
79Gx01_3,0,0,1.373348018,12.75
80G_3,0,0,1.339829476,14.25
80Gx01_3,0,0,1.325301205,18.5
blank_4-20230921_M3,0,0,1.335470085,20
neg_2-20230921_M3,0,0,1.359255203,15.25
73G_4,0,0,1.304948216,15.75
73Gx01_4,0,0,1.390189521,14
74G_4,0,0,1.320754717,22.5
74Gx01_4,0,0,1.381838074,13.25
75G_4,0,0,1.319123021,13.25
75Gx01_4,0,0,1.338313767,16
79G_4,0,0,1.348502994,16.25
79Gx01_4,0,0,1.334801762,18.5
80G_4,0,0,1.318181818,22.25
80Gx01_4,0,0,1.309677419,21.75
neg_3-20230921_M3,0,0,1.368191721,13.5
73G_5,0,0,1.300115875,16
73Gx01_5,0,0,1.329087049,17.75
74G_5,0,0,1.314792899,14
74Gx01_5,0,0,1.359288098,13.25
75G_5,0,0,1.311672684,13.75
75Gx01_5,0,0,1.363329584,12.25
79G_5,0,0,1.282685512,17.5
79Gx01_5,0,0,1.354978355,16.75
80G_5,0,0,1.281575898,16.75
80Gx01_5,0,0,1.296216216,11
neg_4-20230921_M3,0,0,1.366272825,15.75
73G_6,0,0,1.296338673,25.75
